,common_name,transect,transect_section,observer,day,month,year,period,start_time,end_time,cloud,rain,wind,visibility,water,level_1_habitat,level_2_habitat,level_3_habitat,level_4_habitat,count,distance_code,notes,Region.Label,...1,species,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,size_class,bocc5,...36
930,Common Wood-Pigeon,18,3,Matthew Morgan,3,5,2024,3,07:01:00,07:29:00,2,1,1,1,No,F,1,3,2,1,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
931,Common Wood-Pigeon,1,10,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,2,2,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
932,Common Wood-Pigeon,17,6,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,2,4,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
933,Common Wood-Pigeon,4,10,Matthew Morgan,16,6,2023,1,08:05:00,08:35:00,1,1,1,1,No,F,1,3,6,1,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
934,Common Wood-Pigeon,10,1,Matthew Morgan,3,2,2024,2,09:44:00,10:24:00,1,1,1,1,Yes,F,1,3,8,2,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
935,Common Wood-Pigeon,10,2,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
936,Common Wood-Pigeon,1,10,Africa Gomez,13,6,2023,1,07:31:00,07:58:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
937,Common Wood-Pigeon,1,10,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,2,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
938,Common Wood-Pigeon,20,9,Matthew Morgan,3,5,2024,3,08:07:00,08:49:00,1,1,1,1,Yes,F,1,3,6,1,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
939,Common Wood-Pigeon,4,7,Matthew Morgan,19,6,2024,4,08:29:00,08:55:00,1,1,1,1,No,F,1,3,6,5,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
940,Common Wood-Pigeon,2,5,Africa Gomez,4,5,2024,3,06:55:00,07:20:00,3,1,1,1,No,F,1,3,8,1,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
941,Common Wood-Pigeon,9,10,Matthew Morgan,3,2,2024,2,11:00:00,11:47:00,1,1,1,1,No,F,1,5,7,10,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
942,Common Wood-Pigeon,5,6,Matthew Morgan,2,2,2024,2,10:29:00,10:57:00,3,1,2,1,No,H,3,6,6,12,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
943,Common Wood-Pigeon,20,9,Matthew Morgan,15,6,2023,1,08:02:00,09:00:00,1,1,1,1,Yes,F,1,3,6,4,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
944,Common Wood-Pigeon,10,3,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,2,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
945,Common Wood-Pigeon,13,3,Matthew Morgan,11,6,2024,4,06:57:00,07:37:00,2,1,1,1,Yes,G,7,6,7,1,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
946,Common Wood-Pigeon,1,10,Africa Gomez,13,6,2023,1,07:31:00,07:58:00,1,1,1,1,Yes,F,1,3,8,1,4,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
947,Common Wood-Pigeon,3,1,Matthew Morgan,16,6,2023,1,06:39:00,07:33:00,1,1,1,1,Yes,F,1,3,5,1,4,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
948,Common Wood-Pigeon,10,2,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,1,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
949,Common Wood-Pigeon,11,10,Matthew Morgan,26,1,2024,2,09:47:00,10:20:00,1,1,3,1,No,F,1,5,2,2,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
950,Common Wood-Pigeon,4,8,Matthew Morgan,1,2,2024,2,10:14:00,10:50:00,2,1,1,1,No,F,1,3,5,1,4,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
951,Common Wood-Pigeon,11,7,Matthew Morgan,2,5,2024,3,07:53:00,08:19:00,1,1,2,1,No,F,1,5,2,2,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
952,Common Wood-Pigeon,9,10,Matthew Morgan/Africa Gomez,9,5,2024,3,08:10:00,08:47:00,1,1,1,1,No,F,1,5,7,7,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
953,Common Wood-Pigeon,19,4,Matthew Morgan,3,5,2024,3,07:03:00,07:36:00,2,1,1,1,No,F,1,3,6,1,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
954,Common Wood-Pigeon,13,2,Matthew Morgan,11,6,2024,4,06:57:00,07:37:00,2,1,1,1,Yes,G,7,6,7,2,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
955,Common Wood-Pigeon,13,4,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,2,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
956,Common Wood-Pigeon,13,4,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,5,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
957,Common Wood-Pigeon,1,6,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,3,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
958,Common Wood-Pigeon,18,4,Matthew Morgan,17,6,2024,4,07:12:00,07:37:00,2,1,1,1,No,G,7,6,7,1,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
959,Common Wood-Pigeon,10,3,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,2,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
960,Common Wood-Pigeon,16,7,Africa Gomez,12,6,2023,1,07:57:00,08:23:00,1,1,1,1,No,F,1,3,3,2,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
961,Common Wood-Pigeon,1,7,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,1,2,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
962,Common Wood-Pigeon,20,6,Matthew Morgan,15,6,2023,1,08:02:00,09:00:00,1,1,1,1,Yes,F,1,3,6,1,1,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
963,Common Wood-Pigeon,22,1,Africa Gomez,9,6,2024,4,06:59:00,07:31:00,1,1,2,1,Yes,F,1,5,4,4,2,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
964,Common Wood-Pigeon,21,9,Africa Gomez,10,6,2023,1,07:40:00,08:04:00,1,1,2,1,No,F,1,3,2,6,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
965,Common Wood-Pigeon,12,3,Matthew Morgan,26,1,2024,2,09:00:00,09:39:00,1,1,3,1,Yes,G,8,8,10,1,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
966,Common Wood-Pigeon,18,2,Matthew Morgan,11,6,2023,1,07:05:00,07:51:00,1,1,2,1,No,F,1,3,2,7,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
967,Common Wood-Pigeon,13,2,Matthew Morgan,11,6,2024,4,06:57:00,07:37:00,2,1,1,1,Yes,G,7,6,7,1,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
968,Common Wood-Pigeon,13,2,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,3,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
969,Common Wood-Pigeon,1,10,Africa Gomez,28,1,2024,2,09:41:00,10:19:00,1,1,1,1,Yes,F,1,3,3,2,4,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
970,Common Wood-Pigeon,13,4,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,10,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
971,Common Wood-Pigeon,21,9,Africa Gomez,9,6,2024,4,07:51:00,08:19:00,1,1,2,1,No,F,1,3,3,2,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
972,Common Wood-Pigeon,2,1,Africa Gomez,13,6,2023,1,07:00:00,07:21:00,1,1,1,1,No,F,1,3,8,1,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
973,Common Wood-Pigeon,21,9,Africa Gomez,10,6,2023,1,07:40:00,08:04:00,1,1,2,1,No,F,1,3,2,4,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
974,Common Wood-Pigeon,13,1,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,2,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
975,Common Wood-Pigeon,17,6,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,1,4,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
976,Common Wood-Pigeon,3,3,Matthew Morgan,19,6,2024,4,07:11:00,08:01:00,1,1,1,1,Yes,F,1,3,5,3,1,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
977,Common Wood-Pigeon,1,6,Africa Gomez,8,6,2024,4,07:37:00,08:11:00,3,1,1,1,Yes,F,1,3,3,1,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
978,Common Wood-Pigeon,17,9,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,3,2,NA,open,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
979,Common Wood-Pigeon,9,9,Matthew Morgan,12,6,2024,4,08:20:00,09:04:00,2,1,1,1,No,F,1,5,7,1,2,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
980,Common Wood-Pigeon,11,8,Matthew Morgan,2,5,2024,3,07:53:00,08:19:00,1,1,2,1,No,F,1,5,2,1,4,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
981,Common Wood-Pigeon,1,7,Africa Gomez,28,1,2024,2,09:41:00,10:19:00,1,1,1,1,Yes,F,1,3,3,6,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
982,Common Wood-Pigeon,19,5,Matthew Morgan,3,5,2024,3,07:03:00,07:36:00,2,1,1,1,No,F,1,3,6,4,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
983,Common Wood-Pigeon,1,7,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,1,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
984,Common Wood-Pigeon,20,9,Matthew Morgan,28,1,2024,2,10:22:00,11:09:00,1,1,1,1,Yes,F,1,3,6,4,4,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
985,Common Wood-Pigeon,14,8,Matthew Morgan,10,6,2023,1,08:21:00,09:15:00,1,1,2,1,No,F,1,3,8,1,1,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
986,Common Wood-Pigeon,15,5,Africa Gomez,6,5,2024,3,07:03:00,07:42:00,2,1,1,1,Yes,F,1,3,3,4,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
987,Common Wood-Pigeon,8,5,Matthew Morgan,31,1,2024,2,09:05:00,09:40:00,2,1,2,1,Yes,F,1,7,8,5,4,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
988,Common Wood-Pigeon,16,8,Africa Gomez,6,5,2024,3,07:59:00,08:28:00,2,1,1,1,No,F,1,3,2,7,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
989,Common Wood-Pigeon,14,6,Matthew Morgan,11,6,2024,4,07:55:00,08:40:00,2,1,1,1,No,F,1,3,8,1,2,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
990,Common Wood-Pigeon,8,4,Matthew Morgan,31,1,2024,2,09:05:00,09:40:00,2,1,2,1,Yes,F,1,7,8,1,4,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
991,Common Wood-Pigeon,7,10,Matthew Morgan,6,5,2024,3,07:58:00,08:36:00,1,1,1,1,No,F,1,7,8,2,2,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
992,Common Wood-Pigeon,14,6,Matthew Morgan,11,6,2024,4,07:55:00,08:40:00,2,1,1,1,No,F,1,3,8,2,2,NA,closed,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
993,Common Wood-Pigeon,18,2,Matthew Morgan,3,5,2024,3,07:01:00,07:29:00,2,1,1,1,No,F,1,3,2,3,1,NA,semi,17,Columba palumbus,Columbidae,Columbiformes,AVIBASE-760F307A,14,7,7,0,4,27.8,13.1,8,7.8,31.5,246.4,101.4,145,41.2,153.2,490,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Terrestrial,large,amber,NA
