common_name,transect,transect_section,OBs,day,month,year,period,start_time,end_time,cloud,rain,wind,visibility,water,level_1_habitat,level_2_habitat,level_3_habitat,level_4_habitat,count,notes,Region.Label,...1,species,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,size_class,bocc5,...36,distbegin,distend,Factor,true_counts
Common Chiffchaff,1,8,Africa Gomez,13,6,2023,1,07:31:00,07:58:00,1,1,1,1,Yes,F,1,3,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,14,6,Matthew Morgan,10,6,2023,1,08:21:00,09:15:00,1,1,2,1,No,F,1,3,8,2,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,12.269938650306749
Common Chiffchaff,8,3,Matthew Morgan,18,6,2024,4,07:04:00,07:44:00,1,1,1,1,Yes,F,1,7,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,17,9,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Common Chiffchaff,14,10,Matthew Morgan,1,5,2024,3,08:01:00,08:48:00,3,1,1,1,No,F,1,3,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,1,9,Africa Gomez,13,6,2023,1,07:31:00,07:58:00,1,1,1,1,Yes,F,1,3,8,3,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,18.404907975460123
Common Chiffchaff,19,2,Matthew Morgan,3,5,2024,3,07:03:00,07:36:00,2,1,1,1,No,F,1,3,6,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,4,6,Matthew Morgan,19,6,2024,4,08:29:00,08:55:00,1,1,1,1,No,F,1,3,6,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,4,9,Matthew Morgan,16,6,2023,1,08:05:00,08:35:00,1,1,1,1,No,F,1,3,6,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.225,4.444444444444445
Common Chiffchaff,10,5,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Common Chiffchaff,11,7,Matthew Morgan,12,6,2023,1,08:15:00,08:44:00,1,1,2,1,No,F,1,5,2,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,14,8,Matthew Morgan,1,5,2024,3,08:01:00,08:48:00,3,1,1,1,No,F,1,3,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,10,4,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.163,6.134969325153374
Common Chiffchaff,17,6,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,2,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.225,8.88888888888889
Common Chiffchaff,15,4,Africa Gomez,6,5,2024,3,07:03:00,07:42:00,2,1,1,1,Yes,F,1,3,3,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,20,8,Matthew Morgan,15,6,2023,1,08:02:00,09:00:00,1,1,1,1,Yes,F,1,3,6,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,10,3,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,17,7,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,1,8,Africa Gomez,8,6,2024,4,07:37:00,08:11:00,3,1,1,1,Yes,F,1,3,3,2,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,12.269938650306749
Common Chiffchaff,14,9,Matthew Morgan,11,6,2024,4,07:55:00,08:40:00,2,1,1,1,No,F,1,3,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,10,4,Matthew Morgan/Africa Gomez,9,5,2024,3,06:53:00,07:36:00,1,1,1,1,Yes,F,1,3,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,13,5,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,19,3,Matthew Morgan,15,6,2023,1,07:08:00,07:50:00,1,1,1,1,No,F,1,3,6,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,7,6,Matthew Morgan,18,6,2024,4,07:56:00,08:26:00,1,1,1,1,No,F,1,7,8,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Common Chiffchaff,19,1,Matthew Morgan,15,6,2023,1,07:08:00,07:50:00,1,1,1,1,No,F,1,3,6,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,1,7,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,7,9,Matthew Morgan,18,6,2024,4,07:56:00,08:26:00,1,1,1,1,No,F,1,7,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.163,6.134969325153374
Common Chiffchaff,9,10,Matthew Morgan/Africa Gomez,9,5,2024,3,08:10:00,08:47:00,1,1,1,1,No,F,1,5,7,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,12,4,Matthew Morgan,12,6,2023,1,07:10:00,08:01:00,1,1,2,1,Yes,G,8,8,10,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,12,5,Matthew Morgan,12,6,2023,1,07:10:00,08:01:00,1,1,2,1,Yes,G,8,8,10,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,7,6,Matthew Morgan,6,5,2024,3,07:58:00,08:36:00,1,1,1,1,No,F,1,7,8,2,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.225,8.88888888888889
Common Chiffchaff,9,10,Matthew Morgan,17,6,2023,1,08:26:00,09:12:00,1,1,1,1,No,F,1,5,7,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,10,1,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,5,8,Matthew Morgan,13,6,2023,1,08:06:00,08:59:00,1,1,1,1,No,F,1,5,5,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,19,2,Matthew Morgan,20,6,2024,4,06:59:00,07:36:00,1,1,1,1,No,F,1,3,6,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.163,6.134969325153374
Common Chiffchaff,19,5,Matthew Morgan,3,5,2024,3,07:03:00,07:36:00,2,1,1,1,No,F,1,3,6,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,8,3,Matthew Morgan/Africa Gomez,14,6,2023,1,06:43:00,07:27:00,1,1,1,1,Yes,F,1,7,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,19,2,Matthew Morgan,15,6,2023,1,07:08:00,07:50:00,1,1,1,1,No,F,1,3,6,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,10,3,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,3,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,16.75977653631285
Common Chiffchaff,12,3,Matthew Morgan,12,6,2023,1,07:10:00,08:01:00,1,1,2,1,Yes,G,8,8,10,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,14,10,Matthew Morgan,1,5,2024,3,08:01:00,08:48:00,3,1,1,1,No,F,1,3,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,12,3,Matthew Morgan,12,6,2023,1,07:10:00,08:01:00,1,1,2,1,Yes,G,8,8,10,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,10,2,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,7,7,Matthew Morgan/Africa Gomez,14,6,2023,1,07:49:00,08:28:00,1,1,1,1,No,F,1,7,8,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,21,7,Africa Gomez,9,6,2024,4,07:51:00,08:19:00,1,1,2,1,No,F,1,3,3,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,13,3,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,20,9,Matthew Morgan,3,5,2024,3,08:07:00,08:49:00,1,1,1,1,Yes,F,1,3,6,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,17,10,Matthew Morgan,3,5,2024,3,07:40:00,08:22:00,2,1,1,1,Yes,G,7,6,7,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Common Chiffchaff,19,5,Matthew Morgan,20,6,2024,4,06:59:00,07:36:00,1,1,1,1,No,F,1,3,6,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,3,5,Matthew Morgan,19,6,2024,4,07:11:00,08:01:00,1,1,1,1,Yes,F,1,3,5,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.225,4.444444444444445
Common Chiffchaff,7,10,Matthew Morgan,6,5,2024,3,07:58:00,08:36:00,1,1,1,1,No,F,1,7,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.163,6.134969325153374
Common Chiffchaff,12,5,Matthew Morgan,12,6,2023,1,07:10:00,08:01:00,1,1,2,1,Yes,G,8,8,10,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Common Chiffchaff,11,10,Matthew Morgan,12,6,2024,4,08:06:00,08:34:00,2,1,1,1,No,F,1,5,2,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,4,9,Matthew Morgan,19,6,2024,4,08:29:00,08:55:00,1,1,1,1,No,F,1,3,6,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.225,4.444444444444445
Common Chiffchaff,20,6,Matthew Morgan,3,5,2024,3,08:07:00,08:49:00,1,1,1,1,Yes,F,1,3,6,2,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,8.88888888888889
Common Chiffchaff,21,7,Africa Gomez,12,5,2024,3,07:50:00,08:21:00,1,1,1,1,No,F,1,3,3,1,NA,semi,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Common Chiffchaff,14,6,Matthew Morgan,1,5,2024,3,08:01:00,08:48:00,3,1,1,1,No,F,1,3,8,1,NA,closed,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Common Chiffchaff,17,10,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,1,NA,open,9,Phylloscopus collybita,Phylloscopidae,Passeriformes,AVIBASE-F9F4B04D,17,8,9,0,4,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,8.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
