observer,day,month,year,period,start_time,end_time,cloud,rain,wind ,visibility,transect,water,level_1_habitat,level_2_habitat,level_3_habitat,level_4_habitat,transect_section,species,count,distance_code,notes
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,1,Eurasian Magpie,2,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,1,Great Spotted Woodpecker,2,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,1,Great Tit,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,1,Eurasian Moorhen,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,1,Eurasian Coot,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Herring Gull,1,4,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Common Wood-Pigeon,1,2,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Eurasian Coot,3,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Black-headed Gull,13,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Eurasian Moorhen,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Great Tit,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Eurasian Blackbird,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Eurasian Blue Tit,2,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,European Robin,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,Eurasian Wren,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,2,European Goldfinch,3,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,European Robin,2,2,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Eurasian Magpie,1,2,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Eurasian Wren,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Common Wood-Pigeon,1,4,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Long-tailed Tit,4,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Common Gull,2,4,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Eurasian Blackbird,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Eurasian Blue Tit,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,European Robin,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,3,Eurasian Wren,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,4,Little Egret,7,3,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,4,Carrion Crow,6,3,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,4,Common Chaffinch,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,4,Eurasian Blackbird,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,4,Graylag Goose,3,4,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,4,European Robin,1,2,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,5,Eurasian Skylark,1,2,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,5,Northern Lapwing,34,3,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,5,Reed Bunting,1,1,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,5,Eurasian Kestrel,1,4,
Matthew Morgan,3,2,2024,2,09:44,10:24,1,1,1,1,10,Yes,F,1,3,8,5,Eurasian Marsh-Harrier,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,European Robin,1,2,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,Common Wood-Pigeon,8,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,Carrion Crow,3,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,Eurasian Blackbird,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,Eurasian Blue Tit,3,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,Eurasian Magpie,2,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,Eurasian Magpie,2,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,6,Common Gull,1,3,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Common Wood-Pigeon,6,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Eurasian Magpie,3,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Eurasian Blue Tit,5,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Common Gull,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Great Tit,3,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,European Goldfinch,3,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Carrion Crow,4,2,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Herring Gull,2,2,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,7,Rock Pigeon,8,2,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,European Robin,3,2,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,Common Wood-Pigeon,18,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,Eurasian Blackbird,4,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,Common Chaffinch,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,Eurasian Blue Tit,2,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,Common Wood-Pigeon,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,European Robin,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,8,Carrion Crow,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Herring Gull,3,3,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Black-headed Gull,1,3,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Eurasian Blue Tit,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Long-tailed Tit,2,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Great Tit,2,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,European Robin,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Common Wood-Pigeon,4,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Common Chaffinch,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Common Wood-Pigeon,2,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Eurasian Magpie,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Common Gull,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,9,Herring Gull,2,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Herring Gull,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Black-headed Gull,2,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Common Gull,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Black-headed Gull,1,2,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Great Tit,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Common Wood-Pigeon,5,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Eurasian Blue Tit,3,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Eurasian Magpie,4,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,European Robin,2,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Eurasian Blackbird,4,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Eurasian Magpie,1,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Carrion Crow,4,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Common Wood-Pigeon,10,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,European Goldfinch,3,1,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,European Starling,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Carrion Crow,1,4,
Matthew Morgan,3,2,2024,2,11:00,11:47,1,1,1,1,9,No,F,1,5,7,10,Common Wood-Pigeon,1,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Herring Gull,2,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Carrion Crow,3,2,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Black-headed Gull,14,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Common Gull,1,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Common Wood-Pigeon,1,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Mallard,2,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Rock Pigeon,2,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,European Robin ,1,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,1,Carrion Crow,1,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Carrion Crow,3,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Mallard,2,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Common Gull,1,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Herring Gull,1,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Carrion Crow,5,2,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Rock Pigeon,20,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Common Wood-Pigeon,3,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,European Robin,1,2,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Rock Pigeon,2,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Black-headed Gull,2,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,2,Rock Pigeon,2,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,3,Herring Gull,3,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,3,Common Gull,4,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,3,Black-headed Gull,1,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,3,Common Redshank,31,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,3,Carrion Crow,2,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,3,Rock Pigeon,2,3,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,4,Common Gull,2,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,4,Eurasian Magpie,1,2,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,4,Rock Pigeon,5,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,4,Rock Pigeon,7,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,5,Herring Gull,1,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,5,Common Gull,2,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,5,Rock Pigeon,15,1,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,5,Great Cormorant,1,4,
Matthew Morgan,13,2,2024,2,08:30,08:57,3,1,2,2,22,Yes,F,1,1,2,5,Rock Pigeon,7,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,6,Eurasian Magpie,1,2,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,6,Common Wood-Pigeon,2,2,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,6,European Robin,4,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,6,Long-tailed Tit,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,6,Eurasian Blue Tit,2,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,6,European Robin,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,6,Common Wood-Pigeon,18,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,7,Rock Pigeon,2,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,7,Lesser Black-backed Gull,2,3,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,7,Eurasian Wren,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,7,Common Chaffinch,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,7,Eurasian Blue Tit,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,7,European Robin ,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,7,Common Wood-Pigeon,2,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,Common Wood-Pigeon,4,2,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,Eurasian Blackbird,3,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,European Robin,2,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,Common Chaffinch,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,Common Wood-Pigeon,17,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,Eurasian Magpie,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,Common Wood-Pigeon,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,8,Common Gull,2,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Great Cormorant,1,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Carrion Crow,2,2,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Common Wood-Pigeon,13,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Eurasian Wren,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Rock Pigeon,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Eurasian Blackbird,3,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,European Robin,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Eurasian Blue Tit,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,European Goldfinch,2,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Rock Pigeon,1,2,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Common Wood-Pigeon,1,2,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,European Starling,5,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Rock Pigeon,1,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,9,Carrion Crow,1,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,10,Common Wood-Pigeon,19,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,10,European Robin,2,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,10,Eurasian Blue Tit,1,1,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,10,Rock Pigeon,3,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,10,European Goldfinch,1,4,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,10,Herring Gull,1,3,
Matthew Morgan,13,2,2024,2,09:10,09:40,3,1,2,2,21,No,F,1,3,2,10,Rock Pigeon,2,3,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,European Goldfinch,5,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Common House-Martin,3,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Carrion Crow,36,2,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Common Wood-Pigeon,1,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Eurasian Wren,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Mallard,9,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Eurasian Coot,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,European Starling,9,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Eurasian Blue Tit,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Eurasian Magpie,2,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,European Starling,45,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Eurasian Moorhen,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,Common Chaffinch,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,1,European Goldfinch,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Canada Goose ,40,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Eurasian Moorhen,3,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Tufted Duck,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Common Wood-Pigeon,25,2,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Eurasian Coot,14,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Graylag Goose,100,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Graylag Goose,120,2,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Coal Tit,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Eurasian Wren,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Eurasian Blackbird,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Mallard,14,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Common Chaffinch,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,European Goldfinch,3,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Common Wood-Pigeon,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Lesser Black-backed Gull,1,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Rock Pigeon,1,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Eurasian Blackcap,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Carrion Crow,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,2,Mute Swan,1,2,1 adult with cygnet
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,European Goldfinch,1,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Common Chiffchaff,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Eurasian Wren,3,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Rock Pigeon,2,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Common Wood-Pigeon,1,2,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Common Chaffinch,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Common Wood-Pigeon,2,4,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,European Goldfinch,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Common Wood-Pigeon,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,European Robin,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Carrion Crow,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Eurasian Blackbird,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,3,Eurasian Blackcap,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,4,Eurasian Wren,3,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,4,Common Wood-Pigeon,6,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,4,European Robin,2,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,4,Eurasian Blue Tit,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,4,Coal Tit,1,1,
Africa Gomez,19,6,2024,4,06:55,07:47,2,1,1,1,15,Yes,F,1,3,3,4,Common Chaffinch,1,1,
